epoch,layer,mean_angle_deg,max_angle_deg
5,bert.encoder.layer.8.attention.self.value,28.74332618713379,89.70783233642578
5,bert.encoder.layer.9.attention.self.query,17.128402709960938,89.5728759765625
5,bert.encoder.layer.9.attention.self.key,9.163787841796875,89.56397247314453
5,bert.encoder.layer.9.attention.self.value,43.302696228027344,89.88854217529297
5,bert.encoder.layer.10.attention.self.query,24.21025848388672,89.85807800292969
5,bert.encoder.layer.10.attention.self.key,30.91808319091797,89.87255859375
5,bert.encoder.layer.10.attention.self.value,41.33984375,89.91885375976562
5,bert.encoder.layer.11.attention.self.query,13.504190444946289,89.82917022705078
5,bert.encoder.layer.11.attention.self.key,19.61849594116211,89.94705200195312
5,bert.encoder.layer.11.attention.self.value,44.91111373901367,89.96045684814453
